chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
39,Melanoma,Familial melanoma,disease,presents_as,Thinner lesions,other,Familial melanoma is also more likely to present as thinner lesions
39,Melanoma,CDKN2A mutation,gene,destabilizes,p53,protein,An alternative reading frame mutation in this gene leads to the destabilization of p53
39,Melanoma,CDKN2A mutation,gene,results_in,Nonfunctional CDK4 inhibitor,protein,Another mutation in the same gene results in a nonfunctional inhibitor of CDK4
39,Melanoma,Xeroderma pigmentosum mutation,gene,increases_risk_of,Melanoma,disease,Mutations that cause the skin condition xeroderma pigmentosum (XP) also increase melanoma susceptibility
39,Melanoma,CDKN2A mutation,gene,localized_to,Chromosome 9p,other,The multiple tumor suppressor 1 (CDKN2A/MTS1) gene... has been localised to the p21 region of human chromosome 9
39,Melanoma,FAMMM syndrome,disease,associated_with,CDKN2A mutation,gene,It is transmitted autosomal dominantly and mostly associated with the CDKN2A mutations
39,Melanoma,CDKN2A mutation,gene,increases_risk_of,Pancreatic cancer,disease,People who have a CDKN2A mutation associated with FAMMM have a 38-fold increased risk of pancreatic cancer
39,Melanoma,MC1R mutation,gene,increases_risk_of,Melanoma,disease,People with mutations in the MC1R gene are two to 2.7-3.6 times more likely to develop melanoma
39,Melanoma,MDM2 SNP309 mutation,gene,increases_risk_of,Melanoma,disease,Mutation of the MDM2 SNP309 gene is associated with increased risks for younger women
39,Melanoma,Fair skin,other,results_from,Low melanin,other,Fair skin is the result of having less melanin in the skin
39,Melanoma,Low melanin,other,reduces_protection_from,UV radiation,other,which means less protection from UV radiation exists
40,Melanoma,Melanoma,disease,has_stage,Radial Growth Phase,disease,"The earliest stage of the disease is called the radial growth phase, when the tumor is less than 1 mm thick"
40,Melanoma,Melanoma,disease,has_stage,Invasive Radial Growth Phase,disease,"The next step in the evolution is the invasive radial growth phase, in which individual cells start to acquire invasive potential"
40,Melanoma,Melanoma,disease,has_stage,Vertical Growth Phase,disease,The vertical growth phase (VGP) following invasive melanoma. The tumor becomes able to grow into the surrounding tissue
40,Melanoma,Melanoma,disease,has_stage,Regression,disease,"These cells sometimes completely destroy the primary tumor; this is called regression, which is the latest stage of development"
40,Melanoma,Melanocytes,cell,located_in,Epidermis,anatomical_structure,Melanocytes are found between the outer layer of the skin (the epidermis) and the next layer (the dermis)
40,Melanoma,Melanocytes,cell,located_in,Dermis,anatomical_structure,Melanocytes are found between the outer layer of the skin (the epidermis) and the next layer (the dermis)
40,Melanoma,B-Raf protein,gene,has_mutation,Activating mutation,mutation,About 40% of human melanomas contain activating mutations affecting the structure of the B-Raf protein
40,Melanoma,B-Raf protein,gene,part_of,Raf to MAP kinase pathway,pathway,resulting in constitutive signaling through the Raf to MAP kinase pathway
40,Melanoma,UV radiation,chemical,causes,Thymine dimerization,process,UVA light mainly causes thymine dimers. UVA also produces reactive oxygen species
40,Melanoma,UV radiation,chemical,causes,Reactive oxygen species,chemical,UVA also produces reactive oxygen species and these inflict other DNA damage
40,Melanoma,Thymine dimerization,process,leads_to,C>T transition mutations,mutation,"If unrepaired, cyclobutane pyrimidine dimer (CPD) photoproducts can lead to mutations by inaccurate translesion synthesis"
40,Melanoma,Melanoma,disease,has_characteristic,High mutation burden,characteristic,This strong mutagenic factor makes cutaneous melanoma the tumor type with the highest number of mutations
40,Melanoma,Tumor infiltrating lymphocytes (TILs),cell,part_of,Host immunological reaction,process,"The host elicits an immunological reaction against the tumor during the VGP, which is judged by the presence and activity of the tumor infiltrating lymphocytes (TILs)"
40,Melanoma,Melanoma,disease,has_gene_expression,Tyrosinase,gene,"Examples of melanoma specific genes are tyrosinase, MLANA, and PMEL"
40,Melanoma,Melanoma,disease,has_gene_expression,MLANA,gene,"Examples of melanoma specific genes are tyrosinase, MLANA, and PMEL"
40,Melanoma,Melanoma,disease,has_gene_expression,PMEL,gene,"Examples of melanoma specific genes are tyrosinase, MLANA, and PMEL"
40,Melanoma,Activating transcription factor-2,gene,associated_with,Metastatic activity,phenotype,Data from patients suggest that aberrant levels of activating transcription factor in the nucleus of melanoma cells are associated with increased metastatic activity
41,Melanoma,The Cancer Genome Atlas,organisation,established,cutaneous melanoma,disease,"Large-scale studies, such as The Cancer Genome Atlas, have characterized recurrent somatic alterations likely driving initiation and development of cutaneous melanoma."
41,Melanoma,The Cancer Genome Atlas,organisation,established,BRAF mutant,gene,"The Cancer Genome Atlas study has established four subtypes: BRAF mutant, RAS mutant, NF1 mutant, and triple wild-type."
41,Melanoma,The Cancer Genome Atlas,organisation,established,RAS mutant,gene,"The Cancer Genome Atlas study has established four subtypes: BRAF mutant, RAS mutant, NF1 mutant, and triple wild-type."
41,Melanoma,The Cancer Genome Atlas,organisation,established,NF1 mutant,gene,"The Cancer Genome Atlas study has established four subtypes: BRAF mutant, RAS mutant, NF1 mutant, and triple wild-type."
41,Melanoma,BRAF,gene,has_mutation,codon 600,other,The most frequent mutation occurs in the 600th codon of BRAF (50% of cases).
41,Melanoma,BRAF,gene,involved_in,cell growth,other,"BRAF is normally involved in cell growth, and this specific mutation renders the protein constitutively active and independent of normal physiological regulation, thus fostering tumor growth."
41,Melanoma,BRAF mutation,gene,causes,tumor growth,disease,"BRAF is normally involved in cell growth, and this specific mutation renders the protein constitutively active and independent of normal physiological regulation, thus fostering tumor growth."
41,Melanoma,RAS,gene,has_mutation,codon 61 and 12,other,"RAS genes (NRAS, HRAS and KRAS) are also recurrently mutated (30% of TCGA cases) and mutations in the 61st or 12th codons trigger oncogenic activity."
41,Melanoma,RAS,gene,has_mutation,TCGA cases,other,"RAS genes (NRAS, HRAS and KRAS) are also recurrently mutated (30% of TCGA cases) and mutations in the 61st or 12th codons trigger oncogenic activity."
42,Melanoma,Visual inspection,other,used_for_diagnosing,melanoma,disease,Visually inspecting the skin lesion in question is the first step in diagnosing a suspected a melanoma.
42,Melanoma,Moles,other,suspicious_for,melanoma,disease,Moles that are irregular in color or shape are suspicious for melanoma.
42,Melanoma,ABCDE mnemonic,other,used_for_detecting,melanoma,disease,"To detect melanomas, it is recommended to learn to recognize them (see ""ABCDE"" mnemonic), to regularly examine moles for changes..."
42,Melanoma,Dermoscopy,other,more_helpful_than,naked eye,other,"When used by trained specialists, dermoscopy is more helpful to identify malignant lesions than use of the naked eye alone."
42,Melanoma,Reflectance confocal microscopy,other,has_better_sensitivity_and_specificity_than,dermoscopy,other,Reflectance confocal microscopy may have better sensitivity and specificity than dermoscopy in diagnosing cutaneous melanoma...
42,Melanoma,Melanoma,disease,presents_as,lesions smaller than 6 mm,other,Many melanomas present as lesions smaller than 6 mm in diameter.
42,Melanoma,Physicians,organisation,examine,moles,other,"Physicians typically examine all moles, including those less than 6 mm in diameter."
42,Melanoma,Seborrheic keratosis,disease,may_be_mistaken_for,melanoma,disease,Seborrheic keratosis may meet some or all of the ABCD criteria and may be sometimes mistaken for melanoma.
42,Melanoma,Total body photography,other,used_for_observing,evolution of body moles,other,Total body photography... is sometimes used to objectively observe the evolution of body moles over time...
42,Melanoma,Total body photography,other,used_for_early_detection,melanoma,disease,...to potentially find moles that become suspicious. It is often used during follow-up for high-risk patients. The technique has been reported to enable early detection...
42,Melanoma,Total body photography,other,has_questioned_efficacy_due_to,inability to detect microscopic changes,other,...but its efficacy has been questioned due to its inability to detect microscopic changes.
43,Melanoma,Ugly duckling sign,other,used_for,melanoma,disease,"One method of finding lesions that are suspected melanomas is the ""ugly duckling sign""."
43,Melanoma,Little Red Riding Hood sign,other,indicates,amelanotic melanoma,disease,"The ""Little Red Riding Hood"" sign suggests that individuals with fair skin and light-colored hair might have difficult-to-diagnose amelanotic melanomas."
43,Melanoma,Amelanotic melanoma,disease,is_subtype_of,melanoma,disease,Amelanotic melanomas (a rare subtype) have very little to no pigmentation and are therefore more difficult to detect.
43,Melanoma,Acral melanoma,disease,is_subtype_of,melanoma,disease,"The acral subtype of melanoma presents in areas that do not usually get sun exposure and are difficult to see by a person (the soles of the feet, and palms of hand) making detection difficult."
43,Melanoma,Acral melanoma,disease,has_percentage_subtype,amelanotic melanoma,disease,"Thirty to 40% of acral melanomas are amelanotic (producing little to no pigment), also making the diagnosis challenging."
43,Melanoma,Skin biopsy,other,required_for,melanoma,disease,A skin biopsy is required for definitive diagnosis of melanoma and staging the cancer.
43,Melanoma,Elliptical excisional biopsy,other,used_for,melanoma,disease,"Elliptical excisional biopsies may remove the tumor, followed by histological analysis and Breslow scoring."
44,Melanoma,Melanoma in situ,disease,has_not_invaded_beyond,basement membrane,other,A melanoma in situ has not invaded beyond the basement membrane
44,Melanoma,Invasive melanoma,disease,has_spread_beyond,basement membrane,other,an invasive melanoma has spread beyond it
44,Melanoma,Nodular melanoma,disease,is_inherently_invasive,Melanoma,disease,"Some histopathological types of melanoma are inherently invasive, including nodular melanoma"
44,Melanoma,Lentigo maligna melanoma,disease,is_inherently_invasive,Melanoma,disease,including nodular melanoma and lentigo maligna melanoma
44,Melanoma,Lentigo maligna,disease,is_counterpart_to,Lentigo maligna melanoma,disease,the in situ counterpart to lentigo maligna melanoma is lentigo maligna
44,Melanoma,Superficial spreading melanoma,disease,can_be,in situ,other,Superficial spreading melanomas and acral lentiginous melanomas can be either in situ or invasive
44,Melanoma,Acral lentiginous melanoma,disease,can_be,invasive,other,acral lentiginous melanomas are almost always invasive
44,Melanoma,Melanoma,disease,is_staged_based_on,depth of invasion,other,Melanomas are staged based on the depth of invasion in various layers of the skin
44,Melanoma,Melanoma,disease,is_staged_based_on,presence of ulceration,other,"staged based on the depth of invasion in various layers of the skin, the presence of ulceration"
44,Melanoma,Metastatic melanoma,disease,can_be_detected_by,CT scan,other,"Metastatic melanomas can be detected by CT scans, MRIs, and PET/CTs"
44,Melanoma,PET/CT,other,is_recommended_for,Stage IIB melanoma,disease,PET/CT to assess for metastasis is generally recommended for people with stage IIB or greater melanoma
44,Melanoma,Sentinel lymph node biopsy,other,is_recommended_for,ulcerated melanoma lesion,disease,"If a person has an ulcerated lesion, or if the depth of tumor invasion is greater than 0.8 mm, then a sentinel lymph node biopsy is recommended"
44,Melanoma,LDH levels,other,may_be_elevated_in,Metastatic melanoma,disease,LDH levels may sometimes be elevated in metastatic melanoma
44,Melanoma,Clark level,other,quantifies,microscopic depth of tumor invasion,other,"Older systems include ""Clark level"" and ""Breslow's depth"", quantifying microscopic depth of tumor invasion"
44,Melanoma,Breslow's depth,other,quantifies,microscopic depth of tumor invasion,other,"Older systems include ""Clark level"" and ""Breslow's depth"", quantifying microscopic depth of tumor invasion"
47,Melanoma,Wide local excision (WLE),other,is_type_of,Surgery,other,Often this is done by a wide local excision (WLE) with 5 mm to 2 cm margins.
47,Melanoma,Wide local excision (WLE),other,has_margins,5 mm to 2 cm,other,Often this is done by a wide local excision (WLE) with 5 mm to 2 cm margins.
47,Melanoma,Melanoma-in-situ,disease,treated_with,narrower surgical margins,other,"Melanoma-in-situ and lentigo malignas are treated with narrower surgical margins, usually 0.2 to 5 cm."
47,Melanoma,Lentigo malignas,disease,treated_with,narrower surgical margins,other,"Melanoma-in-situ and lentigo malignas are treated with narrower surgical margins, usually 0.2 to 5 cm."
47,Melanoma,Breslow Depth,other,determines_margins,Wide local excision (WLE),other,The margins are determined by the Breslow Depth (2 cm margins are removed for a Breslow tumor Depth greater than 2 mm).
47,Melanoma,Mohs surgery,other,has_cure_rate,77% to 98.0%,other,Mohs surgery has been reported with cure rate as low as 77% and as high as 98.0% for melanoma-in-situ.
47,Melanoma,CCPDMA,other,equivalent_to,Mohs surgery,other,CCPDMA and the 'double scalpel' peripheral margin controlled surgery is equivalent to Mohs surgery in removal of melanoma in-situ.
47,Melanoma,Melanoma,disease,spreads_to,lymph nodes,other,Melanomas that spread usually do so to the lymph nodes in the area of the tumor before spreading elsewhere.
47,Melanoma,Lymph node dissection,other,associated_with,complications,other,"Attempts to improve survival by removing lymph nodes surgically (lymph node dissection) were associated with many complications, but no overall survival benefit."
47,Melanoma,Sentinel lymph node biopsy,other,indicated_for,ulcerated melanomas,disease,Sentinel lymph node biopsy is indicated for ulcerated melanomas or melanomas of greater than 0.8 mm thickness.
48,Melanoma,Adjuvant treatment,other,reduces_risk_of_recurrence_for,melanoma,disease,"Adjuvant treatment after surgery may reduce the risk of recurrence, especially in high-risk melanomas."
48,Melanoma,Immune checkpoint inhibitor treatment,other,is_part_of,adjuvant treatment,other,The most common adjuvant treatment is immune checkpoint inhibitor treatment for up to a year post-surgery.
48,Melanoma,High-dose interferon treatment,other,treats,high-risk melanoma,disease,a relatively common strategy was to treat patients with a high risk of recurrence with up to a year of high-dose interferon treatment.
2,Breast cancer,Breast cancer screening,disease,used_for,diagnosis of breast tumors,disease,Breast cancer screening refers to testing women without breast cancer symptoms in an attempt to diagnose breast tumors early when treatments are more successful.
2,Breast cancer,Mammography,procedure,is_type_of,low-dose X-ray imaging,procedure,"The most common screening test for breast cancer is low-dose X-ray imaging of the breast, called mammography."
2,Breast cancer,Mammography,procedure,detects,breast tumors,disease,"Tumors can appear unusually dense within the breast, distort the shape of surrounding tissue, or cause small dense flecks called microcalcifications."
2,Breast cancer,BI-RADS,system,categorizes,breast density,characteristic,BI-RADS categorizes breast density into four categories.
2,Breast cancer,Mammography,procedure,affects_detection_of,breast tumors,disease,A mammogram also reveals breast density; dense breast tissue appears opaque on a mammogram and can obscure tumors.
2,Breast cancer,Mammography,procedure,has_disadvantage_of_missing,breast cancers,disease,"Still, mammography has its disadvantages. Overall, screening mammograms miss about 1 in 8 breast cancers..."
2,Breast cancer,Mammography,procedure,has_disadvantage_of_false_positives,results,other,"...they can also give false-positive results, causing extra anxiety and making patients undergo unnecessary additional exams..."
2,Breast cancer,Screening mammography,procedure,reduces_mortality,breast cancer,disease,Regular screening mammography reduces breast cancer deaths by at least 20%.
2,Breast cancer,Breast self-examination,procedure,does_not_reduce_risk,breast cancer mortality,disease,"Regularly feeling one's own breasts for lumps or other abnormalities, called breast self-examination, does not reduce a person's chance of dying from breast cancer."
2,Breast cancer,Clinical breast exams,procedure,uncertain_effect_on,breast cancer mortality,disease,"Clinical breast exams, where a health professional feels the breasts for abnormalities, are common; whether they reduce the risk of dying from breast cancer is not known."
26,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,is_a,clonal bone marrow stem cell disorder,disease,"It is a clonal bone marrow stem cell disorder in which a proliferation of mature granulocytes (neutrophils, eosinophils and basophils) and their precursors is found; characteristic increase in basophils is clinically relevant."
26,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,is_a,myeloproliferative neoplasm,disease,It is a type of myeloproliferative neoplasm associated with a characteristic chromosomal translocation called the Philadelphia chromosome.
26,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,associated_with,Philadelphia chromosome,gene,It is a type of myeloproliferative neoplasm associated with a characteristic chromosomal translocation called the Philadelphia chromosome.
26,Chronic myeloid leukemia,tyrosine-kinase inhibitors,drug,treats,Chronic myelogenous leukemia,disease,CML is largely treated with targeted drugs called tyrosine-kinase inhibitors (TKIs) which have led to dramatically improved long-term survival rates since 2001.
26,Chronic myeloid leukemia,tyrosine-kinase inhibitors,drug,improves_survival,Chronic myelogenous leukemia,disease,which have led to dramatically improved long-term survival rates since 2001.
26,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,accounts_for,adult leukemias,disease,"In Western countries, CML accounts for 15–25% of all adult leukemias and 14% of leukemias overall (including the pediatric population, where CML is less common)."
33,Chronic myeloid leukemia,Imatinib mesylate,drug,marketed_as,Gleevec,drug,Imatinib mesylate (marketed as Gleevec or Glivec)
33,Chronic myeloid leukemia,Imatinib mesylate,drug,marketed_as,Glivec,drug,Imatinib mesylate (marketed as Gleevec or Glivec)
33,Chronic myeloid leukemia,Imatinib mesylate,drug,approved_by,US Food and Drug Administration,organisation,approved by the US Food and Drug Administration (FDA) in 2001
33,Chronic myeloid leukemia,Imatinib,drug,inhibits_progression_of,Chronic Myeloid Leukemia,disease,Imatinib was found to inhibit the progression of CML
33,Chronic myeloid leukemia,Imatinib,drug,achieves,cytogenetic response,other,sufficiently to achieve regrowth of their normal bone marrow stem cell population (a cytogenetic response)
33,Chronic myeloid leukemia,Imatinib,drug,requires_continuation_due_to,persistence of leukemic cells,other,"Because some leukemic cells...persist in nearly all patients, the treatment has to be continued indefinitely"
33,Chronic myeloid leukemia,Dasatinib,drug,developed_to_overcome,imatinib resistance,other,To overcome imatinib resistance...four novel agents were later developed
33,Chronic myeloid leukemia,Dasatinib,drug,inhibits,BCR-ABL protein,gene,blocks several further oncogenic proteins...more potent inhibition of the BCR-ABL protein
33,Chronic myeloid leukemia,Dasatinib,drug,approved_by,U.S. Food and Drug Administration,organisation,"approved in 2007, by the U.S. Food and Drug Administration (FDA)"
33,Chronic myeloid leukemia,Nilotinib,drug,approved_by,U.S. Food and Drug Administration,organisation,"Nilotinib, was approved by the FDA for the same indication"
33,Chronic myeloid leukemia,Nilotinib,drug,approved_for_first_line_therapy,Chronic Myeloid Leukemia,disease,nilotinib and dasatinib were also approved for first-line therapy
33,Chronic myeloid leukemia,Radotinib,drug,inhibits,BCR-ABL protein,gene,radotinib joined the class of novel agents in the inhibition of the BCR-ABL protein
33,Chronic myeloid leukemia,Radotinib,drug,approved_by,South Korea,organisation,approved in South Korea for people resistant to or intolerant of imatinib
33,Chronic myeloid leukemia,Bosutinib,drug,approved_by,US Food and Drug Administration,organisation,Bosutinib received US FDA...approval on 4 September 2012
33,Chronic myeloid leukemia,Bosutinib,drug,approved_by,European Medicines Agency,organisation,Bosutinib...EU European Medicines Agency approval on 27 March 2013
33,Chronic myeloid leukemia,Asciminib,drug,approved_by,United States,organisation,Asciminib...approved for medical use in the United States in October 2021
34,Chronic myeloid leukemia,Dasatinib,drug,cannot_overcome_resistance,T315I mutation,gene,neither dasatinib nor nilotinib could overcome drug resistance caused by one particular mutation found to occur in the structure of BCR-ABL1 known as the T315I mutation
34,Chronic myeloid leukemia,Nilotinib,drug,cannot_overcome_resistance,T315I mutation,gene,neither dasatinib nor nilotinib could overcome drug resistance caused by one particular mutation found to occur in the structure of BCR-ABL1 known as the T315I mutation
34,Chronic myeloid leukemia,Chemgenex,organisation,developed,CGX-635-CML-202 study,other,"In 2007, Chemgenex released results of an open-label Phase 2/3 study (CGX-635-CML-202) that investigated the use of a non BCR-ABL targeted agent omacetaxine"
34,Chronic myeloid leukemia,CGX-635-CML-202 study,other,investigates,Omacetaxine,drug,"In 2007, Chemgenex released results of an open-label Phase 2/3 study (CGX-635-CML-202) that investigated the use of a non BCR-ABL targeted agent omacetaxine"
34,Chronic myeloid leukemia,FDA,organisation,approved_for,Omacetaxine,drug,"In September 2012, the FDA approved omacetaxine for the treatment of CML in the case of resistance to other chemotherapeutic agents"
34,Chronic myeloid leukemia,ARIAD Pharmaceuticals,organisation,developed,Ponatinib,drug,"Independently, ARIAD pharmaceuticals, adapting the chemical structures from first and second-generation TK inhibitors, arrived at a new pan-BCR-ABL1 inhibitor which showed (for the first time) efficacy against T315I"
34,Chronic myeloid leukemia,FDA,organisation,approved_for,Ponatinib,drug,"The drug, ponatinib, gained FDA approval in December 2012 for treatment of patients with resistant or intolerant CML"
34,Chronic myeloid leukemia,FDA,organisation,approved_for,Asciminib,drug,"In October 2021, the Food and Drug Administration approved asciminib (Scemblix), the first TK inhibitor specifically targeting the ABL1 myristoyl pocket (STAMP) via allosteric binding, as a third-line option for patients with chronic-phase-CML"
34,Chronic myeloid leukemia,BCR/ABL1 p210 fusion protein,gene,used_with,GM-CSF,chemical,"In 2005, encouraging but mixed results of vaccination were reported with the BCR/ABL1 p210 fusion protein in patients with stable disease, with GM-CSF as an adjuvant"
34,Chronic myeloid leukemia,Tyrosine kinase inhibitors,drug,improved_prognosis,Chronic Myeloid Leukemia,disease,"Before the advent of tyrosine kinase inhibitors, the median survival time for CML patients had been about 3–5 years from time of diagnosis. In the United States, 70% of people survive five years or more after diagnosis (2015–2021)"
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,accounts_for,leukaemias,disease,CML accounts for 8% of all leukaemias in the UK
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,diagnosed,people,other,around 680 people were diagnosed with the disease in 2011
35,Chronic myeloid leukemia,American Cancer Society,organisation,estimates,"9,560 new cases of chronic myeloid leukemia",disease,"The American Cancer Society estimates that in 2025, about 9,560 new cases of chronic myeloid leukemia will be diagnosed"
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,accounts_for,15% of all newly diagnosed leukemia cases,disease,about 15% of all newly diagnosed leukemia cases will be chronic myeloid leukemia
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,has_average_risk,1 in 526,other,The average risk of a person getting this disease is 1 in 526
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,more_common_in,men,other,The disease is more common in men than women
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,more_common_in,whites,other,more common in whites than African-Americans
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,has_average_age,64 years,other,The average age at diagnosis is 64 years
35,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,is_rare_in,children,other,this disease is rarely seen in children
35,Chronic myeloid leukemia,The Philadelphia Chromosome: A Mutant Gene and the Quest to Cure Cancer at the Genetic Level,other,written_by,Jessica Wapner,organisation,"Wapner, Jessica (2014). The Philadelphia Chromosome: A Mutant Gene and the Quest to Cure Cancer at the Genetic Level"
35,Chronic myeloid leukemia,Chronic Myelogenous Leukemia Treatment,other,available_at,US National Cancer Institute,organisation,Chronic Myelogenous Leukemia Treatment at the US National Cancer Institute
35,Chronic myeloid leukemia,Chronic Myelocytic Leukemia (CML),disease,available_at,Merck Manual of Diagnosis and Therapy Professional Edition,organisation,Chronic Myelocytic Leukemia (CML) at Merck Manual of Diagnosis and Therapy Professional Edition
45,Melanoma,M0,other,indicates_absence_of,distant metastasis,disease,M0: No evidence of distant metastasis
45,Melanoma,Clark level,other,quantifies,microscopic depth of tumor invasion,other,"Older systems include ""Clark level"" and ""Breslow's depth"", quantifying microscopic depth of tumor invasion."
45,Melanoma,Breslow's depth,other,quantifies,microscopic depth of tumor invasion,other,"Older systems include ""Clark level"" and ""Breslow's depth"", quantifying microscopic depth of tumor invasion."
45,Melanoma,patients diagnosed with melanoma,other,undergo,chest X-rays,other,"It is common for patients diagnosed with melanoma to have chest X-rays, and in some cases CT, MRI, and/or PET scans."
45,Melanoma,patients diagnosed with melanoma,other,undergo,CT,other,"It is common for patients diagnosed with melanoma to have chest X-rays, and in some cases CT, MRI, and/or PET scans."
45,Melanoma,patients diagnosed with melanoma,other,undergo,MRI,other,"It is common for patients diagnosed with melanoma to have chest X-rays, and in some cases CT, MRI, and/or PET scans."
45,Melanoma,patients diagnosed with melanoma,other,undergo,PET scans,other,"It is common for patients diagnosed with melanoma to have chest X-rays, and in some cases CT, MRI, and/or PET scans."
45,Melanoma,sentinel lymph node biopsies,other,assesses,spread to the lymph nodes,other,sentinel lymph node biopsies and examination of the lymph nodes are also performed in patients to assess spread to the lymph nodes
45,Melanoma,sentinel lymph node biopsies,other,has,high negative predictive value,other,"this test is very sensitive, with a high negative predictive value"
45,Melanoma,diagnosis of melanoma,disease,supported_by,S-100 protein marker,chemical,A diagnosis of melanoma is supported by the presence of the S-100 protein marker.
45,Melanoma,HMB-45,chemical,used_as_marker_for,melanocytic tumors,disease,It is used in anatomic pathology as a marker for such tumors.
45,Melanoma,HMB-45,chemical,generated_against,extract of melanoma,disease,The antibody was generated against an extract of melanoma.
45,Melanoma,HMB-45,chemical,reacts_positively_against,melanocytic tumors,disease,It reacts positively against melanocytic tumors but not other tumors
45,Melanoma,HMB-45,chemical,reacts_positively_against,junctional nevus cells,disease,It reacts positively against junctional nevus cells but not intradermal nevi
45,Melanoma,HMB-45,chemical,reacts_positively_against,fetal melanocytes,disease,It reacts positively against fetal melanocytes but not normal adult melanocytes
45,Melanoma,HMB-45,chemical,reacts_positively_against,pigmented schwannoma,disease,"HMB-45 is nonreactive with almost all non-melanoma human malignancies, except rare tumors showing evidence of melanogenesis (e.g., pigmented schwannoma, clear cell sarcoma)"
45,Melanoma,HMB-45,chemical,reacts_positively_against,clear cell sarcoma,disease,"HMB-45 is nonreactive with almost all non-melanoma human malignancies, except rare tumors showing evidence of melanogenesis (e.g., pigmented schwannoma, clear cell sarcoma)"
45,Melanoma,HMB-45,chemical,reacts_positively_against,angiomyolipoma,disease,tumors associated with tuberous sclerosis complex (angiomyolipoma and lymphangiomyoma)
45,Melanoma,HMB-45,chemical,reacts_positively_against,lymphangiomyoma,disease,tumors associated with tuberous sclerosis complex (angiomyolipoma and lymphangiomyoma)
45,Melanoma,adult population screening for melanoma,other,has_no_evidence,support or refute,other,There is no evidence to support or refute adult population screening for melanoma.
46,Melanoma,melanoma,disease,has_no_evidence_for_screening,adult population,other,There is no evidence to support or refute adult population screening for melanoma.
46,Melanoma,ultraviolet radiation,chemical,minimizing_exposure_offers_protection,melanoma,disease,"Minimizing exposure to sources of ultraviolet radiation (the sun and sunbeds) and other sun protection measures such as wearing sun protective clothing (long-sleeved shirts, long trousers, and broad-brimmed hats) can offer protection."
46,Melanoma,artificial light for tanning,chemical,increases_incidence_of,melanoma,disease,"Using artificial light for tanning was once believed to help prevent skin cancers, but it can lead to an increased incidence of melanomas."
46,Melanoma,uv nail lamps,chemical,increases_risk_of,melanoma,disease,"UV nail lamps, which are used in nail salons to dry nail polish, are another widespread source of UV radiation that could be avoided."
46,Melanoma,sunscreen,chemical,prevents,melanoma,disease,Sunscreen appears to be effective in preventing melanoma.
46,Melanoma,sunscreen,chemical,protects_against,squamous cell carcinoma,disease,"Sunscreen also protects against squamous cell carcinoma, another skin cancer."
46,Melanoma,statin,drug,decreases_risk_of,melanoma,disease,A 2005 review found tentative evidence that statin and fibrate medication may decrease the risk of melanoma.
46,Melanoma,fibrate,drug,decreases_risk_of,melanoma,disease,A 2005 review found tentative evidence that statin and fibrate medication may decrease the risk of melanoma.
46,Melanoma,skin biopsy,other,confirms_diagnosis_of,melanoma,disease,Confirmation of the clinical diagnosis is done with a skin biopsy.
46,Melanoma,sentinel lymph node biopsy,other,has_controversy_around_benefit,melanoma,disease,Controversy exists around benefit for sentinel lymph node biopsy; with unclear evidence of benefit as of 2015.
49,Melanoma,BRAF inhibitors,drug,inhibits,downstream pathways,pathway,These inhibitors work to inhibit the downstream pathways involved in cell proliferation and tumour development due to specific gene mutations.
49,Melanoma,C-Kit inhibitors,drug,inhibits,downstream pathways,pathway,These inhibitors work to inhibit the downstream pathways involved in cell proliferation and tumour development due to specific gene mutations.
49,Melanoma,NRAS inhibitors,drug,inhibits,downstream pathways,pathway,These inhibitors work to inhibit the downstream pathways involved in cell proliferation and tumour development due to specific gene mutations.
49,Melanoma,BRAF inhibitors,drug,treats,BRAF positive melanoma,disease,"BRAF inhibitors, such as vemurafenib and dabrafenib and a MEK inhibitor trametinib are the most effective, approved treatments for BRAF positive melanoma."
49,Melanoma,MEK inhibitors,drug,treats,BRAF positive melanoma,disease,"BRAF inhibitors, such as vemurafenib and dabrafenib and a MEK inhibitor trametinib are the most effective, approved treatments for BRAF positive melanoma."
49,Melanoma,Combination of BRAF and MEK inhibitors,drug,creates,fast and lasting melanoma therapy response,other,Combining the use of BRAF and MEK inhibitors may create a fast and lasting melanoma therapy response.
49,Melanoma,Biochemotherapy combined with BRAF inhibitors,drug,improves_survival,BRAF-positive melanoma,disease,Biochemotherapy (chemotherapy with cytokines IL-2 and IFN-α) combined with BRAF inhibitors improved survival for people with BRAF-positive melanoma.
49,Melanoma,Biochemotherapy alone,drug,does_not_improve_survival,BRAF-positive melanoma,disease,Biochemotherapy alone did not improve overall survival and had higher toxicity than chemotherapy.
