chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
39,Melanoma,Familial melanoma,disease,presents_as,Thinner lesions,other,Familial melanoma is also more likely to present as thinner lesions
39,Melanoma,CDKN2A mutation,gene,destabilizes,p53,protein,An alternative reading frame mutation in this gene leads to the destabilization of p53
39,Melanoma,CDKN2A mutation,gene,results_in,Nonfunctional CDK4 inhibitor,protein,Another mutation in the same gene results in a nonfunctional inhibitor of CDK4
39,Melanoma,Xeroderma pigmentosum mutation,gene,increases_risk_of,Melanoma,disease,Mutations that cause the skin condition xeroderma pigmentosum (XP) also increase melanoma susceptibility
39,Melanoma,CDKN2A mutation,gene,localized_to,Chromosome 9p,other,The multiple tumor suppressor 1 (CDKN2A/MTS1) gene... has been localised to the p21 region of human chromosome 9
39,Melanoma,FAMMM syndrome,disease,associated_with,CDKN2A mutation,gene,It is transmitted autosomal dominantly and mostly associated with the CDKN2A mutations
39,Melanoma,CDKN2A mutation,gene,increases_risk_of,Pancreatic cancer,disease,People who have a CDKN2A mutation associated with FAMMM have a 38-fold increased risk of pancreatic cancer
39,Melanoma,MC1R mutation,gene,increases_risk_of,Melanoma,disease,People with mutations in the MC1R gene are two to 2.7-3.6 times more likely to develop melanoma
39,Melanoma,MDM2 SNP309 mutation,gene,increases_risk_of,Melanoma,disease,Mutation of the MDM2 SNP309 gene is associated with increased risks for younger women
39,Melanoma,Fair skin,other,results_from,Low melanin,other,Fair skin is the result of having less melanin in the skin
39,Melanoma,Low melanin,other,reduces_protection_from,UV radiation,other,which means less protection from UV radiation exists
40,Melanoma,Melanoma,disease,has_stage,Radial Growth Phase,disease,"The earliest stage of the disease is called the radial growth phase, when the tumor is less than 1 mm thick"
40,Melanoma,Melanoma,disease,has_stage,Invasive Radial Growth Phase,disease,"The next step in the evolution is the invasive radial growth phase, in which individual cells start to acquire invasive potential"
40,Melanoma,Melanoma,disease,has_stage,Vertical Growth Phase,disease,The vertical growth phase (VGP) following invasive melanoma. The tumor becomes able to grow into the surrounding tissue
40,Melanoma,Melanoma,disease,has_stage,Regression,disease,"These cells sometimes completely destroy the primary tumor; this is called regression, which is the latest stage of development"
40,Melanoma,Melanocytes,cell,located_in,Epidermis,anatomical_structure,Melanocytes are found between the outer layer of the skin (the epidermis) and the next layer (the dermis)
40,Melanoma,Melanocytes,cell,located_in,Dermis,anatomical_structure,Melanocytes are found between the outer layer of the skin (the epidermis) and the next layer (the dermis)
40,Melanoma,B-Raf protein,gene,has_mutation,Activating mutation,mutation,About 40% of human melanomas contain activating mutations affecting the structure of the B-Raf protein
40,Melanoma,B-Raf protein,gene,part_of,Raf to MAP kinase pathway,pathway,resulting in constitutive signaling through the Raf to MAP kinase pathway
40,Melanoma,UV radiation,chemical,causes,Thymine dimerization,process,UVA light mainly causes thymine dimers. UVA also produces reactive oxygen species
40,Melanoma,UV radiation,chemical,causes,Reactive oxygen species,chemical,UVA also produces reactive oxygen species and these inflict other DNA damage
40,Melanoma,Thymine dimerization,process,leads_to,C>T transition mutations,mutation,"If unrepaired, cyclobutane pyrimidine dimer (CPD) photoproducts can lead to mutations by inaccurate translesion synthesis"
40,Melanoma,Melanoma,disease,has_characteristic,High mutation burden,characteristic,This strong mutagenic factor makes cutaneous melanoma the tumor type with the highest number of mutations
40,Melanoma,Tumor infiltrating lymphocytes (TILs),cell,part_of,Host immunological reaction,process,"The host elicits an immunological reaction against the tumor during the VGP, which is judged by the presence and activity of the tumor infiltrating lymphocytes (TILs)"
40,Melanoma,Melanoma,disease,has_gene_expression,Tyrosinase,gene,"Examples of melanoma specific genes are tyrosinase, MLANA, and PMEL"
40,Melanoma,Melanoma,disease,has_gene_expression,MLANA,gene,"Examples of melanoma specific genes are tyrosinase, MLANA, and PMEL"
40,Melanoma,Melanoma,disease,has_gene_expression,PMEL,gene,"Examples of melanoma specific genes are tyrosinase, MLANA, and PMEL"
40,Melanoma,Activating transcription factor-2,gene,associated_with,Metastatic activity,phenotype,Data from patients suggest that aberrant levels of activating transcription factor in the nucleus of melanoma cells are associated with increased metastatic activity
41,Melanoma,The Cancer Genome Atlas,organisation,established,cutaneous melanoma,disease,"Large-scale studies, such as The Cancer Genome Atlas, have characterized recurrent somatic alterations likely driving initiation and development of cutaneous melanoma."
41,Melanoma,The Cancer Genome Atlas,organisation,established,BRAF mutant,gene,"The Cancer Genome Atlas study has established four subtypes: BRAF mutant, RAS mutant, NF1 mutant, and triple wild-type."
41,Melanoma,The Cancer Genome Atlas,organisation,established,RAS mutant,gene,"The Cancer Genome Atlas study has established four subtypes: BRAF mutant, RAS mutant, NF1 mutant, and triple wild-type."
41,Melanoma,The Cancer Genome Atlas,organisation,established,NF1 mutant,gene,"The Cancer Genome Atlas study has established four subtypes: BRAF mutant, RAS mutant, NF1 mutant, and triple wild-type."
41,Melanoma,BRAF,gene,has_mutation,codon 600,other,The most frequent mutation occurs in the 600th codon of BRAF (50% of cases).
41,Melanoma,BRAF,gene,involved_in,cell growth,other,"BRAF is normally involved in cell growth, and this specific mutation renders the protein constitutively active and independent of normal physiological regulation, thus fostering tumor growth."
41,Melanoma,BRAF mutation,gene,causes,tumor growth,disease,"BRAF is normally involved in cell growth, and this specific mutation renders the protein constitutively active and independent of normal physiological regulation, thus fostering tumor growth."
41,Melanoma,RAS,gene,has_mutation,codon 61 and 12,other,"RAS genes (NRAS, HRAS and KRAS) are also recurrently mutated (30% of TCGA cases) and mutations in the 61st or 12th codons trigger oncogenic activity."
41,Melanoma,RAS,gene,has_mutation,TCGA cases,other,"RAS genes (NRAS, HRAS and KRAS) are also recurrently mutated (30% of TCGA cases) and mutations in the 61st or 12th codons trigger oncogenic activity."
42,Melanoma,Visual inspection,other,used_for_diagnosing,melanoma,disease,Visually inspecting the skin lesion in question is the first step in diagnosing a suspected a melanoma.
42,Melanoma,Moles,other,suspicious_for,melanoma,disease,Moles that are irregular in color or shape are suspicious for melanoma.
42,Melanoma,ABCDE mnemonic,other,used_for_detecting,melanoma,disease,"To detect melanomas, it is recommended to learn to recognize them (see ""ABCDE"" mnemonic), to regularly examine moles for changes..."
42,Melanoma,Dermoscopy,other,more_helpful_than,naked eye,other,"When used by trained specialists, dermoscopy is more helpful to identify malignant lesions than use of the naked eye alone."
42,Melanoma,Reflectance confocal microscopy,other,has_better_sensitivity_and_specificity_than,dermoscopy,other,Reflectance confocal microscopy may have better sensitivity and specificity than dermoscopy in diagnosing cutaneous melanoma...
42,Melanoma,Melanoma,disease,presents_as,lesions smaller than 6 mm,other,Many melanomas present as lesions smaller than 6 mm in diameter.
42,Melanoma,Physicians,organisation,examine,moles,other,"Physicians typically examine all moles, including those less than 6 mm in diameter."
42,Melanoma,Seborrheic keratosis,disease,may_be_mistaken_for,melanoma,disease,Seborrheic keratosis may meet some or all of the ABCD criteria and may be sometimes mistaken for melanoma.
42,Melanoma,Total body photography,other,used_for_observing,evolution of body moles,other,Total body photography... is sometimes used to objectively observe the evolution of body moles over time...
42,Melanoma,Total body photography,other,used_for_early_detection,melanoma,disease,...to potentially find moles that become suspicious. It is often used during follow-up for high-risk patients. The technique has been reported to enable early detection...
42,Melanoma,Total body photography,other,has_questioned_efficacy_due_to,inability to detect microscopic changes,other,...but its efficacy has been questioned due to its inability to detect microscopic changes.
43,Melanoma,Ugly duckling sign,other,used_for,melanoma,disease,"One method of finding lesions that are suspected melanomas is the ""ugly duckling sign""."
43,Melanoma,Little Red Riding Hood sign,other,indicates,amelanotic melanoma,disease,"The ""Little Red Riding Hood"" sign suggests that individuals with fair skin and light-colored hair might have difficult-to-diagnose amelanotic melanomas."
43,Melanoma,Amelanotic melanoma,disease,is_subtype_of,melanoma,disease,Amelanotic melanomas (a rare subtype) have very little to no pigmentation and are therefore more difficult to detect.
43,Melanoma,Acral melanoma,disease,is_subtype_of,melanoma,disease,"The acral subtype of melanoma presents in areas that do not usually get sun exposure and are difficult to see by a person (the soles of the feet, and palms of hand) making detection difficult."
43,Melanoma,Acral melanoma,disease,has_percentage_subtype,amelanotic melanoma,disease,"Thirty to 40% of acral melanomas are amelanotic (producing little to no pigment), also making the diagnosis challenging."
43,Melanoma,Skin biopsy,other,required_for,melanoma,disease,A skin biopsy is required for definitive diagnosis of melanoma and staging the cancer.
43,Melanoma,Elliptical excisional biopsy,other,used_for,melanoma,disease,"Elliptical excisional biopsies may remove the tumor, followed by histological analysis and Breslow scoring."
44,Melanoma,Melanoma in situ,disease,has_not_invaded_beyond,basement membrane,other,A melanoma in situ has not invaded beyond the basement membrane
44,Melanoma,Invasive melanoma,disease,has_spread_beyond,basement membrane,other,an invasive melanoma has spread beyond it
44,Melanoma,Nodular melanoma,disease,is_inherently_invasive,Melanoma,disease,"Some histopathological types of melanoma are inherently invasive, including nodular melanoma"
44,Melanoma,Lentigo maligna melanoma,disease,is_inherently_invasive,Melanoma,disease,including nodular melanoma and lentigo maligna melanoma
44,Melanoma,Lentigo maligna,disease,is_counterpart_to,Lentigo maligna melanoma,disease,the in situ counterpart to lentigo maligna melanoma is lentigo maligna
44,Melanoma,Superficial spreading melanoma,disease,can_be,in situ,other,Superficial spreading melanomas and acral lentiginous melanomas can be either in situ or invasive
44,Melanoma,Acral lentiginous melanoma,disease,can_be,invasive,other,acral lentiginous melanomas are almost always invasive
44,Melanoma,Melanoma,disease,is_staged_based_on,depth of invasion,other,Melanomas are staged based on the depth of invasion in various layers of the skin
44,Melanoma,Melanoma,disease,is_staged_based_on,presence of ulceration,other,"staged based on the depth of invasion in various layers of the skin, the presence of ulceration"
44,Melanoma,Metastatic melanoma,disease,can_be_detected_by,CT scan,other,"Metastatic melanomas can be detected by CT scans, MRIs, and PET/CTs"
44,Melanoma,PET/CT,other,is_recommended_for,Stage IIB melanoma,disease,PET/CT to assess for metastasis is generally recommended for people with stage IIB or greater melanoma
44,Melanoma,Sentinel lymph node biopsy,other,is_recommended_for,ulcerated melanoma lesion,disease,"If a person has an ulcerated lesion, or if the depth of tumor invasion is greater than 0.8 mm, then a sentinel lymph node biopsy is recommended"
44,Melanoma,LDH levels,other,may_be_elevated_in,Metastatic melanoma,disease,LDH levels may sometimes be elevated in metastatic melanoma
44,Melanoma,Clark level,other,quantifies,microscopic depth of tumor invasion,other,"Older systems include ""Clark level"" and ""Breslow's depth"", quantifying microscopic depth of tumor invasion"
44,Melanoma,Breslow's depth,other,quantifies,microscopic depth of tumor invasion,other,"Older systems include ""Clark level"" and ""Breslow's depth"", quantifying microscopic depth of tumor invasion"
47,Melanoma,Wide local excision (WLE),other,is_type_of,Surgery,other,Often this is done by a wide local excision (WLE) with 5 mm to 2 cm margins.
47,Melanoma,Wide local excision (WLE),other,has_margins,5 mm to 2 cm,other,Often this is done by a wide local excision (WLE) with 5 mm to 2 cm margins.
47,Melanoma,Melanoma-in-situ,disease,treated_with,narrower surgical margins,other,"Melanoma-in-situ and lentigo malignas are treated with narrower surgical margins, usually 0.2 to 5 cm."
47,Melanoma,Lentigo malignas,disease,treated_with,narrower surgical margins,other,"Melanoma-in-situ and lentigo malignas are treated with narrower surgical margins, usually 0.2 to 5 cm."
47,Melanoma,Breslow Depth,other,determines_margins,Wide local excision (WLE),other,The margins are determined by the Breslow Depth (2 cm margins are removed for a Breslow tumor Depth greater than 2 mm).
47,Melanoma,Mohs surgery,other,has_cure_rate,77% to 98.0%,other,Mohs surgery has been reported with cure rate as low as 77% and as high as 98.0% for melanoma-in-situ.
47,Melanoma,CCPDMA,other,equivalent_to,Mohs surgery,other,CCPDMA and the 'double scalpel' peripheral margin controlled surgery is equivalent to Mohs surgery in removal of melanoma in-situ.
47,Melanoma,Melanoma,disease,spreads_to,lymph nodes,other,Melanomas that spread usually do so to the lymph nodes in the area of the tumor before spreading elsewhere.
47,Melanoma,Lymph node dissection,other,associated_with,complications,other,"Attempts to improve survival by removing lymph nodes surgically (lymph node dissection) were associated with many complications, but no overall survival benefit."
47,Melanoma,Sentinel lymph node biopsy,other,indicated_for,ulcerated melanomas,disease,Sentinel lymph node biopsy is indicated for ulcerated melanomas or melanomas of greater than 0.8 mm thickness.
48,Melanoma,Adjuvant treatment,other,reduces_risk_of_recurrence_for,melanoma,disease,"Adjuvant treatment after surgery may reduce the risk of recurrence, especially in high-risk melanomas."
48,Melanoma,Immune checkpoint inhibitor treatment,other,is_part_of,adjuvant treatment,other,The most common adjuvant treatment is immune checkpoint inhibitor treatment for up to a year post-surgery.
48,Melanoma,High-dose interferon treatment,other,treats,high-risk melanoma,disease,a relatively common strategy was to treat patients with a high risk of recurrence with up to a year of high-dose interferon treatment.
